idx,data,lado,entry,nivel,dist_nivel,range_5c,range_15c,atr14,corpo_candle_ant,seq_mesma_direcao,vel_3min,excesso_sobre_nivel,hora_min_et,mfe60,mae60
154525,2025-12-05,SHORT,25705.0,25713.0,8.0,16.0,26.0,7.14,1.75,2,7.25,8.0,888,16.0,38.75
154526,2025-12-05,SHORT,25710.75,25713.0,2.25,12.5,26.0,7.3,4.0,3,0.25,2.75,889,22.5,33.0
154527,2025-12-05,SHORT,25711.25,25713.0,1.75,10.5,26.0,6.93,5.25,1,3.0,1.25,890,23.25,32.5
154579,2025-12-05,SHORT,25712.0,25713.0,1.0,15.75,18.0,7.0,1.0,3,8.75,0.75,942,34.25,31.75
154584,2025-12-05,SHORT,25704.0,25713.0,9.0,19.5,24.5,6.95,8.75,1,17.25,9.0,947,26.25,39.75
154592,2025-12-05,SHORT,25707.25,25713.0,5.75,44.25,45.25,13.55,20.5,2,28.0,5.75,955,0.75,36.5
154593,2025-12-05,SHORT,25708.5,25713.0,4.5,44.25,45.25,13.95,6.5,1,15.5,4.0,956,2.0,35.25
154594,2025-12-05,SHORT,25710.0,25713.0,3.0,44.0,45.25,13.77,1.75,1,3.5,3.0,957,2.75,33.75
155591,2025-12-08,SHORT,25824.5,25833.0,8.5,53.75,53.75,11.96,4.0,1,36.5,9.25,571,167.5,36.25
155595,2025-12-08,SHORT,25831.0,25833.0,2.0,82.0,82.0,17.96,8.75,1,5.25,1.75,575,174.0,3.75
155596,2025-12-08,SHORT,25831.0,25833.0,2.0,47.5,82.0,18.71,1.5,2,13.0,4.0,576,174.0,3.75
155644,2025-12-08,LONG,25704.25,25700.25,4.0,37.25,62.0,15.43,3.75,5,24.5,4.25,624,19.5,78.0
155645,2025-12-08,LONG,25704.25,25700.25,4.0,39.25,58.25,15.57,14.5,6,17.75,4.0,625,19.5,78.0
155650,2025-12-08,LONG,25700.25,25700.25,0.0,48.25,91.5,17.64,0.75,1,31.75,0.25,630,23.5,74.0
155652,2025-12-08,LONG,25704.75,25700.25,4.5,38.25,91.5,18.8,11.75,1,11.75,4.0,632,19.0,78.5
155653,2025-12-08,LONG,25707.0,25700.25,6.75,30.5,90.75,18.73,16.25,1,7.0,7.25,633,16.75,80.75
155660,2025-12-08,LONG,25705.0,25700.25,4.75,21.0,66.75,16.16,6.5,1,7.0,4.25,640,3.5,78.75
155661,2025-12-08,LONG,25700.25,25700.25,0.0,23.75,66.75,15.07,4.25,2,15.5,0.5,641,3.0,74.0
156973,2025-12-09,LONG,25569.75,25564.75,5.0,76.0,76.0,15.64,19.5,2,47.25,6.0,573,100.25,9.75
158438,2025-12-10,LONG,25574.75,25560.0,14.75,44.25,76.75,16.14,4.5,1,2.5,15.0,658,83.5,46.0
158439,2025-12-10,LONG,25564.25,25560.0,4.25,38.25,76.75,16.41,16.5,2,11.5,4.75,659,94.0,35.5
158440,2025-12-10,LONG,25567.0,25560.0,7.0,28.25,76.75,16.68,10.0,1,8.5,6.75,660,91.25,38.25
158448,2025-12-10,LONG,25572.75,25560.0,12.75,44.5,65.75,16.95,3.25,1,21.75,12.5,668,85.5,6.0
158631,2025-12-10,SHORT,25730.25,25735.75,5.5,82.25,142.0,33.7,4.25,2,21.0,5.5,851,119.25,118.75
158637,2025-12-10,SHORT,25734.25,25735.75,1.5,49.25,106.75,27.73,28.75,2,40.0,1.5,857,123.25,129.75
158659,2025-12-10,SHORT,25724.0,25735.75,11.75,86.75,152.0,33.88,13.25,2,47.0,13.0,879,113.0,146.75
158660,2025-12-10,SHORT,25732.75,25735.75,3.0,86.75,152.0,34.3,16.75,1,15.25,2.0,880,121.75,138.0
158672,2025-12-10,SHORT,25734.25,25735.75,1.5,59.75,140.5,41.38,8.5,3,26.25,1.75,892,0.0,136.5
159748,2025-12-11,LONG,25530.25,25528.75,1.5,79.0,104.5,31.88,10.0,2,56.25,2.0,588,99.0,140.0
159769,2025-12-11,LONG,25531.5,25528.75,2.75,90.0,144.0,26.54,22.25,7,55.5,2.5,609,97.75,76.0
159770,2025-12-11,LONG,25538.0,25528.75,9.25,91.75,149.5,25.23,22.25,8,51.75,8.75,610,91.25,82.5
159772,2025-12-11,LONG,25544.25,25528.75,15.5,63.0,155.0,25.52,17.25,1,12.25,14.75,612,85.0,88.75
159804,2025-12-11,LONG,25533.5,25528.75,4.75,52.0,86.0,21.46,13.5,1,7.75,5.0,644,46.5,78.0
159805,2025-12-11,LONG,25540.5,25528.75,11.75,54.5,87.5,20.91,4.75,2,9.5,12.25,645,39.5,85.0
159818,2025-12-11,LONG,25532.0,25528.75,3.25,61.5,107.5,22.45,4.25,6,30.75,3.25,658,57.25,75.75
159819,2025-12-11,LONG,25533.75,25528.75,5.0,45.75,107.5,21.77,6.25,7,11.5,4.75,659,55.5,77.5
159820,2025-12-11,LONG,25531.25,25528.75,2.5,39.25,107.5,20.54,1.5,8,5.25,2.25,660,58.0,75.0
159821,2025-12-11,LONG,25536.75,25528.75,8.0,50.0,107.5,22.41,2.75,1,5.5,8.75,661,52.5,80.5
159822,2025-12-11,LONG,25537.75,25528.75,9.0,50.0,99.5,21.45,6.25,1,4.0,8.75,662,51.5,81.5
159823,2025-12-11,LONG,25533.5,25528.75,4.75,50.0,99.5,20.84,0.75,2,3.0,5.25,663,55.75,77.25
159861,2025-12-11,LONG,25541.75,25528.75,13.0,47.25,86.5,16.3,6.5,8,21.25,12.75,701,101.5,75.5
159871,2025-12-11,LONG,25534.0,25528.75,5.25,61.0,93.75,17.18,0.75,1,28.25,6.0,711,113.5,67.75
159872,2025-12-11,LONG,25534.0,25528.75,5.25,61.25,79.25,16.86,14.5,1,14.5,5.0,712,113.5,67.75
159885,2025-12-11,LONG,25529.5,25528.75,0.75,41.25,84.5,18.29,10.5,1,11.0,0.75,725,118.0,10.5
159886,2025-12-11,LONG,25531.25,25528.75,2.5,34.25,72.25,18.2,4.25,2,16.5,2.0,726,116.25,12.25
159887,2025-12-11,LONG,25529.5,25528.75,0.75,30.5,70.75,18.39,1.25,3,5.25,1.0,727,118.0,5.25
159888,2025-12-11,LONG,25530.5,25528.75,1.75,23.0,70.75,17.09,1.5,1,0.75,1.5,728,117.0,6.25
159889,2025-12-11,LONG,25533.0,25528.75,4.25,18.75,71.5,16.21,0.75,1,1.75,3.75,729,114.5,8.75
159891,2025-12-11,LONG,25540.75,25528.75,12.0,30.25,83.0,15.86,5.75,1,10.25,11.75,731,106.75,2.0
161189,2025-12-12,LONG,25395.25,25390.25,5.0,41.5,80.25,26.09,11.75,1,6.25,3.5,649,4.5,277.25
163875,2026-01-05,SHORT,25630.5,25637.0,6.5,54.0,63.5,15.02,14.0,2,9.0,7.0,572,92.0,53.25
163908,2026-01-05,SHORT,25634.75,25637.0,2.25,73.75,73.75,27.61,6.0,1,21.0,2.5,605,18.25,55.75
163914,2026-01-05,SHORT,25632.0,25637.0,5.0,38.25,88.75,24.54,6.0,3,5.0,3.5,611,7.5,60.5
163916,2026-01-05,SHORT,25633.5,25637.0,3.5,31.25,88.75,23.68,9.25,1,15.75,4.5,613,8.5,63.25
163917,2026-01-05,SHORT,25635.25,25637.0,1.75,30.25,88.75,22.88,9.0,1,1.5,2.0,614,9.5,61.5
163919,2026-01-05,SHORT,25634.25,25637.0,2.75,31.25,89.75,19.84,4.25,2,1.25,3.25,616,1.0,62.5
164046,2026-01-05,SHORT,25635.0,25637.0,2.0,22.75,41.25,11.48,4.25,3,13.25,2.25,743,78.0,4.5
164047,2026-01-05,SHORT,25632.5,25637.0,4.5,24.0,42.5,11.07,9.5,4,15.5,5.0,744,75.5,3.25
164048,2026-01-05,SHORT,25631.0,25637.0,6.0,23.5,46.25,10.64,3.0,5,12.0,5.5,745,74.0,4.0
164053,2026-01-05,SHORT,25629.5,25637.0,7.5,17.25,57.75,9.84,5.0,1,7.75,7.75,750,72.5,5.5
164061,2026-01-05,SHORT,25631.25,25637.0,5.75,21.0,32.0,11.02,4.5,1,16.5,5.5,758,74.25,3.75
164062,2026-01-05,SHORT,25631.25,25637.0,5.75,19.75,28.25,10.79,9.5,1,6.25,5.5,759,74.25,3.75
164063,2026-01-05,SHORT,25626.5,25637.0,10.5,19.0,25.0,10.59,0.25,2,5.75,10.5,760,69.5,8.5
164064,2026-01-05,SHORT,25625.0,25637.0,12.0,17.0,25.0,10.29,4.75,1,6.75,12.25,761,68.0,10.0
164072,2026-01-05,SHORT,25633.75,25637.0,3.25,24.0,24.0,9.32,13.25,4,18.0,3.0,769,76.75,0.5
164073,2026-01-05,SHORT,25627.0,25637.0,10.0,24.0,24.0,9.12,3.5,5,10.25,10.0,770,70.0,5.25
164087,2026-01-05,SHORT,25625.5,25637.0,11.5,14.25,24.0,8.48,0.75,2,4.0,12.0,784,68.5,2.0
165336,2026-01-06,SHORT,25695.75,25708.0,12.25,41.5,63.5,14.3,12.25,1,30.0,11.75,654,56.5,12.0
165367,2026-01-06,SHORT,25696.5,25708.0,11.5,39.75,49.0,11.34,4.0,3,13.0,11.25,685,37.75,45.5
165409,2026-01-06,SHORT,25707.0,25708.0,1.0,39.0,46.0,11.29,10.5,3,27.5,1.5,727,5.75,78.5
165411,2026-01-06,SHORT,25707.0,25708.0,1.0,39.5,48.0,11.75,5.5,5,11.0,1.0,729,5.75,78.5
165413,2026-01-06,SHORT,25706.5,25708.0,1.5,19.0,46.5,10.59,1.25,1,6.5,2.0,731,1.0,79.0
166642,2026-01-07,SHORT,25835.0,25837.75,2.75,38.0,65.0,18.09,12.0,1,25.5,2.5,580,24.25,67.25
166643,2026-01-07,SHORT,25828.0,25837.75,9.75,40.25,67.25,18.7,16.25,2,21.75,10.25,581,17.25,74.25
166663,2026-01-07,SHORT,25830.75,25837.75,7.0,57.0,57.0,18.11,2.5,4,27.5,6.5,601,20.0,90.75
166678,2026-01-07,SHORT,25836.5,25837.75,1.25,36.0,58.25,15.84,2.5,1,33.25,1.75,616,25.75,92.75
166680,2026-01-07,SHORT,25825.0,25837.75,12.75,48.0,55.25,15.77,5.25,1,34.75,13.25,618,14.25,104.25
166681,2026-01-07,SHORT,25836.0,25837.75,1.75,41.25,52.0,14.95,16.25,1,0.0,1.75,619,25.25,93.25
166682,2026-01-07,SHORT,25837.0,25837.75,0.75,37.75,48.0,14.68,11.0,1,5.0,1.0,620,26.25,92.25
166998,2026-01-07,SHORT,25830.0,25837.75,7.75,30.25,56.75,10.2,13.75,1,19.25,8.25,936,15.5,17.0
166999,2026-01-07,SHORT,25829.5,25837.75,8.25,31.75,54.25,10.41,8.0,2,22.5,8.0,937,15.0,17.5
167003,2026-01-07,SHORT,25831.5,25837.75,6.25,23.5,51.75,11.88,1.0,2,12.25,6.75,941,13.25,15.5
167005,2026-01-07,SHORT,25836.25,25837.75,1.5,23.5,49.25,11.88,2.75,1,13.75,2.0,943,18.0,10.75
167006,2026-01-07,SHORT,25835.0,25837.75,2.75,25.75,49.25,11.71,7.0,1,3.75,3.0,944,16.75,12.0
167007,2026-01-07,SHORT,25833.0,25837.75,4.75,25.75,47.75,11.18,1.5,1,3.75,5.25,945,14.75,14.0
167008,2026-01-07,SHORT,25828.25,25837.75,9.5,16.75,42.0,10.91,2.5,2,7.25,9.25,946,10.0,18.75
167011,2026-01-07,SHORT,25835.0,25837.75,2.75,15.0,39.25,10.27,0.0,2,6.0,3.25,949,16.75,12.0
167012,2026-01-07,SHORT,25835.5,25837.75,2.25,15.0,27.25,9.86,3.75,1,3.25,3.0,950,17.25,11.5
167014,2026-01-07,SHORT,25835.0,25837.75,2.75,17.5,32.5,9.66,7.5,1,1.25,2.0,952,16.75,10.75
167018,2026-01-07,SHORT,25824.75,25837.75,13.0,24.25,25.5,9.59,0.75,2,19.0,13.0,956,6.5,18.25
168012,2026-01-08,LONG,25785.5,25771.0,14.5,17.25,25.25,7.39,6.0,1,3.25,14.5,570,17.5,216.5
169447,2026-01-09,SHORT,25800.0,25803.0,3.0,62.0,175.0,24.43,1.0,3,31.75,3.25,625,38.75,101.5
169466,2026-01-09,SHORT,25798.5,25803.0,4.5,58.0,85.0,17.93,11.0,4,24.25,4.25,644,37.25,103.0
169470,2026-01-09,SHORT,25799.5,25803.0,3.5,55.75,117.75,18.55,4.5,1,18.25,4.0,648,36.0,102.0
169474,2026-01-09,SHORT,25798.25,25803.0,4.75,40.0,105.0,20.04,19.5,2,30.25,4.25,652,34.75,112.5
169479,2026-01-09,SHORT,25796.25,25803.0,6.75,44.75,55.75,21.55,4.5,4,15.25,6.25,657,10.75,123.25
169480,2026-01-09,SHORT,25796.5,25803.0,6.5,36.5,55.75,20.95,25.5,1,20.25,6.75,658,8.5,124.0
169481,2026-01-09,SHORT,25799.75,25803.0,3.25,39.0,47.0,20.62,0.0,2,29.0,2.75,659,2.75,120.75
170880,2026-01-12,SHORT,25950.5,25960.0,9.5,33.25,50.0,9.04,5.75,3,16.75,9.25,677,28.5,23.5
170881,2026-01-12,SHORT,25953.5,25960.0,6.5,31.75,50.25,9.07,0.75,1,6.75,6.5,678,31.5,20.5
170882,2026-01-12,SHORT,25955.0,25960.0,5.0,26.75,50.25,9.0,3.0,1,4.0,4.0,679,33.0,19.0
170883,2026-01-12,SHORT,25949.5,25960.0,10.5,17.5,47.0,8.91,2.5,2,0.75,10.0,680,27.5,24.5
170884,2026-01-12,SHORT,25950.5,25960.0,9.5,12.5,43.0,9.16,5.0,1,2.75,9.25,681,28.5,23.5
170916,2026-01-12,SHORT,25954.0,25960.0,6.0,33.75,33.75,10.38,1.0,1,11.5,6.0,713,15.75,20.0
170917,2026-01-12,SHORT,25956.75,25960.0,3.25,33.5,35.25,10.27,4.75,1,5.5,4.0,714,18.5,17.25
170924,2026-01-12,SHORT,25955.0,25960.0,5.0,18.0,47.5,9.71,4.0,2,13.0,4.75,721,16.75,19.0
170931,2026-01-12,SHORT,25958.75,25960.0,1.25,14.25,20.75,7.52,2.0,3,7.0,1.75,728,20.5,33.75
170932,2026-01-12,SHORT,25956.0,25960.0,4.0,19.5,20.75,7.25,5.25,4,9.5,4.25,729,17.75,36.5
170933,2026-01-12,SHORT,25954.5,25960.0,5.5,15.5,20.75,7.21,3.0,5,9.0,5.5,730,16.25,38.0
170941,2026-01-12,SHORT,25958.0,25960.0,2.0,15.0,21.25,7.55,0.75,2,11.0,1.25,738,19.75,34.5
170942,2026-01-12,SHORT,25954.0,25960.0,6.0,17.75,21.25,7.48,4.0,3,9.25,5.75,739,15.75,38.5
170943,2026-01-12,SHORT,25956.0,25960.0,4.0,17.25,21.25,7.55,3.75,4,6.25,3.5,740,17.75,36.5
170948,2026-01-12,SHORT,25956.0,25960.0,4.0,15.0,20.75,7.45,0.75,5,8.5,3.75,745,17.75,41.5
170949,2026-01-12,SHORT,25952.5,25960.0,7.5,21.5,24.75,7.23,11.0,1,13.75,8.0,746,14.25,45.0
170950,2026-01-12,SHORT,25954.0,25960.0,6.0,21.5,21.75,7.07,4.0,2,13.0,6.25,747,15.75,43.5
170951,2026-01-12,SHORT,25952.75,25960.0,7.25,21.5,21.75,7.14,1.25,1,3.5,7.25,748,14.5,44.75
170955,2026-01-12,SHORT,25957.25,25960.0,2.75,14.0,21.5,6.61,1.5,1,2.75,2.25,752,19.0,40.25
170956,2026-01-12,SHORT,25954.5,25960.0,5.5,11.75,21.5,6.59,2.75,2,9.25,6.25,753,16.25,43.0
170959,2026-01-12,SHORT,25951.75,25960.0,8.25,12.25,22.0,6.43,2.25,1,1.75,8.0,756,13.5,45.75
170965,2026-01-12,SHORT,25956.25,25960.0,3.75,19.0,25.0,7.09,5.25,1,9.0,3.5,762,4.5,41.25
170966,2026-01-12,SHORT,25956.5,25960.0,3.5,20.75,25.0,6.93,10.5,2,15.5,3.5,763,0.5,41.0
170968,2026-01-12,SHORT,25959.0,25960.0,1.0,23.5,24.5,6.68,3.5,4,2.75,0.75,765,2.5,38.5
171162,2026-01-12,SHORT,25959.0,25960.0,1.0,20.75,34.0,8.86,0.75,4,7.0,1.0,959,26.25,15.0
172298,2026-01-13,SHORT,26015.5,26020.5,5.0,20.75,70.75,11.07,2.0,1,5.5,5.0,715,125.0,10.25
172299,2026-01-13,SHORT,26019.75,26020.5,0.75,27.0,77.75,10.89,4.75,1,7.25,0.5,716,136.0,6.0
172301,2026-01-13,SHORT,26019.0,26020.5,1.5,19.75,57.25,10.25,4.5,3,3.75,1.25,718,145.75,5.5
172303,2026-01-13,SHORT,26008.5,26020.5,12.0,18.0,55.5,10.45,3.5,1,16.0,12.25,720,150.75,9.75
172307,2026-01-13,SHORT,26016.75,26020.5,3.75,22.75,45.25,9.5,6.0,1,6.5,3.75,724,165.25,1.5
172308,2026-01-13,SHORT,26015.5,26020.5,5.0,15.75,30.5,9.54,3.25,2,8.5,5.0,725,164.0,2.75
172309,2026-01-13,SHORT,26016.75,26020.5,3.75,16.25,28.75,8.75,1.25,1,3.5,4.0,726,165.25,1.5
172310,2026-01-13,SHORT,26014.75,26020.5,5.75,16.25,24.0,8.54,1.0,1,2.25,6.0,727,163.25,3.5
172311,2026-01-13,SHORT,26012.25,26020.5,8.25,11.0,24.0,8.41,2.25,1,3.75,8.75,728,160.75,3.5
175221,2026-01-15,SHORT,25783.0,25790.25,7.25,27.5,76.75,16.59,5.75,1,10.75,6.25,878,92.5,21.75
175222,2026-01-15,SHORT,25785.5,25790.25,4.75,32.0,76.75,17.0,10.25,2,18.25,4.5,879,95.0,19.25
175223,2026-01-15,SHORT,25790.0,25790.25,0.25,32.0,73.25,17.0,2.75,3,16.25,0.25,880,103.0,14.75
175226,2026-01-15,SHORT,25786.0,25790.25,4.25,26.5,56.5,15.82,6.75,6,3.0,3.25,883,99.0,13.0
175227,2026-01-15,SHORT,25785.75,25790.25,4.5,25.5,53.75,15.82,11.5,1,7.25,5.5,884,98.75,13.25
175228,2026-01-15,SHORT,25788.5,25790.25,1.75,23.5,51.5,14.21,1.25,2,10.5,1.75,885,101.5,10.5
175230,2026-01-15,SHORT,25789.0,25790.25,1.25,19.75,51.5,13.16,2.25,2,4.5,1.0,887,102.0,10.0
175231,2026-01-15,SHORT,25786.5,25790.25,3.75,15.25,45.25,12.45,1.0,1,1.5,3.25,888,99.5,12.5
175232,2026-01-15,SHORT,25788.5,25790.25,1.75,19.0,43.75,12.57,2.0,2,2.75,2.25,889,101.5,10.5
175233,2026-01-15,SHORT,25786.5,25790.25,3.75,17.0,43.75,12.16,1.5,1,2.5,3.5,890,99.5,12.5
175236,2026-01-15,SHORT,25784.5,25790.25,5.75,23.5,29.25,12.32,0.25,2,1.5,5.0,893,108.0,5.75
175237,2026-01-15,SHORT,25781.75,25790.25,8.5,19.75,29.25,12.27,10.25,1,14.5,8.75,894,105.25,1.25
176344,2026-01-16,LONG,25686.25,25676.5,9.75,59.0,98.25,17.91,21.75,2,31.0,9.5,621,43.0,94.75
176349,2026-01-16,LONG,25682.75,25676.5,6.25,52.75,91.25,21.5,8.25,2,8.0,5.75,626,36.25,91.25
176350,2026-01-16,LONG,25687.75,25676.5,11.25,55.75,80.0,21.93,44.75,1,32.25,10.25,627,31.25,96.25
176352,2026-01-16,LONG,25683.5,25676.5,7.0,55.75,70.0,21.61,6.5,2,0.75,6.5,629,35.5,92.0
176383,2026-01-16,LONG,25680.25,25676.5,3.75,37.75,81.75,18.62,0.25,1,27.25,4.0,660,72.5,19.25
176384,2026-01-16,LONG,25683.75,25676.5,7.25,47.75,91.75,18.45,9.25,1,12.0,6.75,661,69.0,22.75
176385,2026-01-16,LONG,25681.75,25676.5,5.25,47.75,91.75,18.2,3.0,2,11.25,5.75,662,71.0,20.75
176390,2026-01-16,LONG,25679.0,25676.5,2.5,27.0,74.25,16.21,8.0,1,11.25,2.5,667,73.75,8.0
176391,2026-01-16,LONG,25677.5,25676.5,1.0,23.5,71.75,15.61,4.0,2,10.25,0.75,668,75.25,6.5
176392,2026-01-16,LONG,25686.75,25676.5,10.25,28.0,61.5,15.02,1.75,1,11.25,10.5,669,66.0,10.75
176397,2026-01-16,LONG,25679.75,25676.5,3.25,29.0,44.0,14.45,3.0,1,22.75,4.0,674,73.0,0.0
176398,2026-01-16,LONG,25690.0,25676.5,13.5,29.0,44.0,14.05,11.5,1,2.5,13.5,675,62.75,10.25
176400,2026-01-16,LONG,25687.0,25676.5,10.5,18.0,44.0,13.45,2.75,1,7.0,11.0,677,65.75,1.0
176475,2026-01-16,LONG,25687.75,25676.5,11.25,37.0,41.25,10.64,14.0,3,16.25,11.5,752,41.5,33.75
176490,2026-01-16,LONG,25685.0,25676.5,8.5,30.5,40.5,9.27,11.0,1,15.0,8.75,767,47.25,31.0
176493,2026-01-16,LONG,25681.25,25676.5,4.75,27.5,40.5,9.36,1.0,1,3.5,5.25,770,51.0,27.25
176494,2026-01-16,LONG,25681.0,25676.5,4.5,27.0,40.5,9.05,5.75,2,8.25,5.5,771,51.25,27.0
176495,2026-01-16,LONG,25678.25,25676.5,1.75,23.25,38.0,9.2,0.75,1,11.0,1.5,772,54.0,24.25
176497,2026-01-16,LONG,25683.75,25676.5,7.25,19.25,33.25,9.45,3.5,2,2.25,7.75,774,48.5,29.75
176498,2026-01-16,LONG,25678.5,25676.5,2.0,15.0,33.25,9.77,9.5,1,0.0,1.5,775,53.75,24.5
176499,2026-01-16,LONG,25680.5,25676.5,4.0,15.0,33.25,9.86,5.75,1,6.0,4.25,776,51.75,26.5
176500,2026-01-16,LONG,25685.25,25676.5,8.75,18.5,33.25,10.32,2.25,1,0.75,8.5,777,47.0,31.25
176508,2026-01-16,LONG,25678.25,25676.5,1.75,29.25,34.75,13.05,9.0,1,2.5,1.25,785,61.75,3.0
176509,2026-01-16,LONG,25684.25,25676.5,7.75,27.0,34.75,13.21,6.0,2,20.75,7.5,786,62.75,2.75
176511,2026-01-16,LONG,25687.25,25676.5,10.75,31.75,38.5,12.95,4.5,4,9.75,11.0,788,60.75,1.0
176582,2026-01-16,LONG,25676.0,25676.5,0.5,32.75,75.0,10.38,6.0,1,18.25,0.25,859,53.25,3.25
176583,2026-01-16,LONG,25681.25,25676.5,4.75,28.75,75.25,10.52,16.0,2,16.75,5.0,860,48.0,5.75
176584,2026-01-16,LONG,25687.5,25676.5,11.0,28.75,75.25,10.95,5.5,1,4.75,10.75,861,41.75,12.0
176585,2026-01-16,LONG,25687.0,25676.5,10.5,27.0,75.0,11.54,6.0,2,10.25,10.5,862,42.25,11.5
176589,2026-01-16,LONG,25679.5,25676.5,3.0,19.5,52.5,10.89,6.25,1,10.5,3.0,866,50.0,4.0
176590,2026-01-16,LONG,25679.5,25676.5,3.0,19.75,47.0,10.52,7.75,2,12.75,3.25,867,50.0,4.0
176591,2026-01-16,LONG,25677.25,25676.5,0.75,21.0,38.0,10.52,0.25,1,9.0,1.0,868,52.25,1.75
176592,2026-01-16,LONG,25678.0,25676.5,1.5,18.25,33.0,9.89,2.0,1,1.25,1.75,869,51.5,2.5
176593,2026-01-16,LONG,25681.75,25676.5,5.25,12.0,28.75,10.29,1.0,1,1.5,4.75,870,47.75,3.0
177679,2026-01-19,LONG,25260.5,25257.75,2.75,38.0,42.5,9.95,7.5,3,21.5,2.0,574,83.5,24.0
177680,2026-01-19,LONG,25266.75,25257.75,9.0,38.25,40.75,9.91,12.5,4,12.25,8.75,575,77.25,30.25
177682,2026-01-19,LONG,25258.25,25257.75,0.5,32.75,52.5,11.29,16.5,1,1.75,0.25,577,85.75,21.75
177695,2026-01-19,LONG,25261.75,25257.75,4.0,28.75,30.75,10.16,2.25,3,16.75,4.25,590,82.25,2.75
177696,2026-01-19,LONG,25271.75,25257.75,14.0,32.75,36.25,10.25,5.0,4,16.5,12.75,591,72.25,4.75
178815,2026-01-20,LONG,25243.25,25236.5,6.75,51.75,51.75,13.77,26.75,2,41.0,7.5,570,125.25,9.5
178918,2026-01-20,SHORT,25408.0,25417.25,9.25,51.5,106.0,21.54,1.25,1,16.0,8.75,673,74.25,21.75
178919,2026-01-20,SHORT,25407.5,25417.25,9.75,44.0,103.75,20.0,13.0,2,14.25,10.0,674,73.75,22.25
178941,2026-01-20,SHORT,25411.5,25417.25,5.75,45.5,82.75,20.23,1.5,4,16.0,6.0,696,115.75,18.25
178943,2026-01-20,SHORT,25411.0,25417.25,6.25,27.25,82.75,19.5,10.0,1,11.0,6.25,698,115.75,18.75
178944,2026-01-20,SHORT,25411.25,25417.25,6.0,27.25,82.75,18.29,9.75,1,0.25,6.25,699,116.0,18.5
178946,2026-01-20,SHORT,25411.5,25417.25,5.75,31.0,96.0,18.3,13.5,3,0.5,5.75,701,116.25,3.25
178964,2026-01-20,SHORT,25405.25,25417.25,12.0,78.0,78.0,21.5,13.75,4,43.0,11.75,719,147.75,1.5
179056,2026-01-20,LONG,25242.75,25236.5,6.25,21.0,46.0,11.16,2.0,3,9.25,6.75,811,10.5,95.5
179058,2026-01-20,LONG,25243.5,25236.5,7.0,16.75,39.0,11.2,5.0,1,3.0,8.25,813,0.25,110.5
180319,2026-01-21,SHORT,25418.0,25429.75,11.75,54.0,63.25,16.64,5.5,4,23.25,12.25,694,276.0,2.75
180495,2026-01-21,SHORT,25430.25,25429.75,0.5,210.5,223.75,30.88,42.25,2,173.25,0.25,870,9.25,223.25
181581,2026-01-22,SHORT,25651.75,25653.5,1.75,72.5,105.25,21.07,9.25,2,38.0,2.25,576,115.0,43.25
181582,2026-01-22,SHORT,25641.75,25653.5,11.75,64.75,105.25,21.98,15.0,3,35.75,13.0,577,105.0,53.25
181588,2026-01-22,SHORT,25651.0,25653.5,2.5,45.25,105.25,29.73,17.0,1,22.75,3.25,583,114.25,11.25
181589,2026-01-22,SHORT,25644.75,25653.5,8.75,82.5,119.25,32.41,15.0,2,35.75,8.75,584,108.0,12.25
181590,2026-01-22,SHORT,25646.5,25653.5,7.0,78.0,119.25,29.43,6.25,3,18.5,7.25,585,109.75,10.5
181591,2026-01-22,SHORT,25638.75,25653.5,14.75,78.0,93.25,28.38,1.5,1,11.0,14.25,586,102.0,13.25
181651,2026-01-22,SHORT,25652.0,25653.5,1.5,31.75,78.75,14.27,2.75,4,13.0,1.75,646,50.0,39.75
181652,2026-01-22,SHORT,25649.25,25653.5,4.25,30.25,77.25,13.82,6.0,5,6.75,4.25,647,47.25,43.25
181654,2026-01-22,SHORT,25647.75,25653.5,5.75,18.0,52.75,12.66,4.75,1,2.25,4.0,649,45.75,44.75
181655,2026-01-22,SHORT,25638.75,25653.5,14.75,19.75,46.75,12.34,4.75,1,10.25,14.5,650,36.75,54.75
181678,2026-01-22,SHORT,25649.25,25653.5,4.25,36.0,54.25,16.02,7.0,1,9.25,4.25,673,9.75,50.75
181679,2026-01-22,SHORT,25651.0,25653.5,2.5,30.25,54.25,15.39,2.5,2,12.25,2.0,674,11.5,49.0
181683,2026-01-22,SHORT,25643.0,25653.5,10.5,25.5,51.75,13.89,0.5,1,10.75,10.75,678,1.25,57.0
181684,2026-01-22,SHORT,25652.25,25653.5,1.25,25.5,49.25,13.82,19.5,2,11.5,1.75,679,2.25,47.75
181902,2026-01-22,SHORT,25648.5,25653.5,5.0,34.25,41.0,9.84,4.75,1,17.75,4.25,897,63.75,15.5
181903,2026-01-22,SHORT,25649.75,25653.5,3.75,28.0,40.75,9.96,20.0,1,14.75,4.0,898,65.0,14.25
181904,2026-01-22,SHORT,25644.0,25653.5,9.5,29.25,40.0,10.0,1.0,1,24.5,9.5,899,59.25,20.0
181908,2026-01-22,SHORT,25649.5,25653.5,4.0,21.0,50.25,11.59,6.25,4,8.75,5.0,903,64.75,27.0
181909,2026-01-22,SHORT,25648.75,25653.5,4.75,22.0,50.25,11.68,15.5,1,10.0,5.0,904,64.0,27.75
181910,2026-01-22,SHORT,25644.0,25653.5,9.5,22.0,50.25,11.75,1.0,1,11.75,9.0,905,59.25,32.5
