idx,data,lado,entry,nivel,dist_nivel,range_5c,range_15c,atr14,corpo_candle_ant,seq_mesma_direcao,vel_3min,excesso_sobre_nivel,hora_min_et,mfe60,mae60
118334,2025-10-29,SHORT,26222.0,26231.5,9.5,41.0,68.25,19.38,4.5,3,9.5,10.0,856,172.75,61.5
118341,2025-10-29,SHORT,26230.5,26231.5,1.0,33.75,46.75,15.34,5.0,3,18.5,1.0,863,181.25,53.0
118342,2025-10-29,SHORT,26230.0,26231.5,1.5,33.75,44.25,15.7,0.5,4,5.5,1.25,864,180.75,53.5
118405,2025-10-29,SHORT,26224.0,26231.5,7.5,48.5,88.25,25.93,31.75,1,26.0,6.25,927,74.25,155.75
118406,2025-10-29,SHORT,26219.5,26231.5,12.0,48.5,88.25,25.55,6.5,1,21.25,11.5,928,69.75,160.25
118424,2025-10-29,SHORT,26226.0,26231.5,5.5,60.75,79.25,23.82,1.0,1,50.25,6.25,946,66.25,153.75
118428,2025-10-29,SHORT,26224.5,26231.5,7.0,45.75,88.5,25.25,23.5,2,25.0,6.5,950,64.75,155.25
119433,2025-10-30,LONG,26060.5,26049.25,11.25,75.0,75.0,18.38,23.5,1,25.5,10.75,574,122.0,118.25
119448,2025-10-30,LONG,26056.75,26049.25,7.5,105.25,131.5,29.59,3.0,1,63.0,6.75,589,125.75,50.0
119449,2025-10-30,LONG,26055.25,26049.25,6.0,114.0,135.5,29.61,27.25,1,25.75,7.25,590,127.25,48.5
119481,2025-10-30,LONG,26063.75,26049.25,14.5,48.0,120.5,32.07,7.25,2,11.25,14.0,622,35.0,84.75
119482,2025-10-30,LONG,26058.5,26049.25,9.25,48.0,97.75,31.34,23.25,1,10.75,9.75,623,40.25,79.5
119491,2025-10-30,LONG,26059.25,26049.25,10.0,50.0,77.25,28.18,24.25,1,28.25,10.75,632,39.5,80.25
119495,2025-10-30,LONG,26052.0,26049.25,2.75,45.0,71.25,26.46,14.25,1,3.75,2.25,636,46.75,73.0
119500,2025-10-30,LONG,26062.0,26049.25,12.75,49.75,64.25,25.43,2.25,1,17.5,13.0,641,36.75,83.0
119505,2025-10-30,LONG,26053.5,26049.25,4.25,46.25,82.75,24.0,12.5,1,21.25,6.25,646,23.5,81.0
119506,2025-10-30,LONG,26064.5,26049.25,15.25,46.25,82.75,23.45,26.5,2,30.0,13.75,647,12.5,92.0
119507,2025-10-30,LONG,26052.0,26049.25,2.75,53.75,82.75,22.91,9.5,1,28.25,3.75,648,25.0,86.75
119509,2025-10-30,LONG,26056.25,26049.25,7.0,49.0,82.75,21.96,7.5,2,7.25,6.5,650,20.75,91.0
119510,2025-10-30,LONG,26049.75,26049.25,0.5,34.25,82.75,22.64,12.25,1,3.25,0.5,651,27.25,84.5
119523,2025-10-30,LONG,26049.75,26049.25,0.5,49.5,84.25,22.36,18.0,6,23.25,0.5,664,27.25,84.5
119528,2025-10-30,LONG,26051.75,26049.25,2.5,30.5,78.25,19.95,4.25,1,3.25,0.5,669,25.25,86.5
119529,2025-10-30,LONG,26058.25,26049.25,9.0,36.25,84.0,19.43,16.0,2,29.0,8.75,670,18.75,93.0
119532,2025-10-30,LONG,26061.75,26049.25,12.5,45.5,73.5,18.12,4.5,1,3.25,12.0,673,24.0,96.5
119535,2025-10-30,LONG,26053.75,26049.25,4.5,25.0,52.25,17.75,5.25,2,8.75,3.25,676,41.75,88.5
119536,2025-10-30,LONG,26052.0,26049.25,2.75,28.75,52.25,16.34,19.0,1,12.75,3.5,677,43.5,86.75
119537,2025-10-30,LONG,26052.25,26049.25,3.0,28.75,48.75,15.79,1.0,2,19.0,3.25,678,43.25,87.0
119538,2025-10-30,LONG,26059.0,26049.25,9.75,28.75,48.75,16.43,0.5,1,5.75,9.0,679,36.5,93.75
119539,2025-10-30,LONG,26060.75,26049.25,11.5,27.75,48.75,15.82,6.0,2,8.25,11.75,680,35.5,95.5
119542,2025-10-30,LONG,26061.75,26049.25,12.5,30.5,47.0,14.64,1.5,1,0.5,12.25,683,35.25,96.5
119547,2025-10-30,LONG,26060.5,26049.25,11.25,24.75,32.5,14.55,9.25,2,5.75,11.5,688,36.5,95.25
119548,2025-10-30,LONG,26057.0,26049.25,7.75,24.75,32.5,14.54,11.75,1,1.25,8.25,689,40.0,91.75
119549,2025-10-30,LONG,26058.0,26049.25,8.75,24.75,32.5,13.77,3.0,1,8.25,8.0,690,39.0,92.75
119551,2025-10-30,LONG,26049.25,26049.25,0.0,24.25,36.5,14.16,9.5,1,7.75,0.5,692,47.75,84.0
119587,2025-10-30,LONG,26055.25,26049.25,6.0,69.25,80.25,15.27,3.0,6,24.0,6.25,728,41.75,46.5
119588,2025-10-30,LONG,26056.75,26049.25,7.5,54.0,77.0,15.5,14.0,7,18.0,7.75,729,40.25,48.0
119614,2025-10-30,LONG,26053.5,26049.25,4.25,33.5,46.75,12.55,12.25,1,17.75,4.0,755,27.0,54.5
119618,2025-10-30,LONG,26049.5,26049.25,0.25,27.75,57.0,12.61,1.75,1,3.25,1.0,759,31.0,50.5
119619,2025-10-30,LONG,26052.75,26049.25,3.5,19.5,57.0,12.29,2.25,1,3.75,3.0,760,27.75,53.75
119621,2025-10-30,LONG,26053.75,26049.25,4.5,17.75,57.0,13.04,7.75,1,2.75,3.75,762,26.75,54.75
119622,2025-10-30,LONG,26049.75,26049.25,0.5,17.25,57.0,13.54,9.0,1,2.5,0.5,763,30.75,50.75
119624,2025-10-30,LONG,26062.0,26049.25,12.75,27.0,45.75,14.0,4.25,2,8.5,12.25,765,18.5,63.0
119628,2025-10-30,LONG,26059.5,26049.25,10.25,29.0,35.5,13.95,6.5,2,10.75,9.25,769,21.0,60.5
119632,2025-10-30,LONG,26051.0,26049.25,1.75,30.75,39.25,13.41,13.0,1,17.0,1.75,773,29.5,52.0
119633,2025-10-30,LONG,26061.0,26049.25,11.75,30.75,39.25,13.59,8.75,2,12.5,10.75,774,19.5,62.0
119640,2025-10-30,LONG,26056.75,26049.25,7.5,28.0,34.0,12.27,1.5,1,11.25,7.75,781,18.75,57.75
119641,2025-10-30,LONG,26053.75,26049.25,4.5,30.0,34.0,11.91,16.25,2,18.0,5.75,782,21.75,54.75
119664,2025-10-30,LONG,26051.25,26049.25,2.0,44.75,53.25,12.75,4.5,3,31.5,1.25,805,24.25,66.0
119665,2025-10-30,LONG,26058.25,26049.25,9.0,51.0,61.0,12.54,11.5,4,22.75,8.25,806,17.25,74.75
119685,2025-10-30,LONG,26054.25,26049.25,5.0,24.75,26.25,10.32,6.0,4,19.75,5.0,826,21.25,79.0
119686,2025-10-30,LONG,26064.25,26049.25,15.0,36.75,38.25,10.5,6.75,5,23.25,14.75,827,11.25,89.0
119690,2025-10-30,LONG,26053.0,26049.25,3.75,25.0,45.25,11.32,6.0,2,10.25,3.25,831,22.5,77.75
119691,2025-10-30,LONG,26058.25,26049.25,9.0,25.25,45.25,11.8,18.5,1,4.75,9.75,832,17.25,83.0
119702,2025-10-30,LONG,26055.5,26049.25,6.25,14.5,27.0,11.55,0.75,2,12.0,6.25,843,6.0,87.75
119704,2025-10-30,LONG,26056.0,26049.25,6.75,14.25,27.0,10.12,3.75,1,5.25,6.75,845,2.0,88.25
119705,2025-10-30,LONG,26051.25,26049.25,2.0,18.0,27.0,9.7,4.0,1,4.75,1.5,846,0.0,89.0
120811,2025-10-31,SHORT,26179.25,26182.5,3.25,34.0,35.5,8.43,5.5,1,22.0,3.5,571,119.25,9.0
120813,2025-10-31,SHORT,26174.25,26182.5,8.25,52.25,52.25,11.61,20.5,3,25.25,9.0,573,114.25,1.25
120887,2025-10-31,SHORT,26175.25,26182.5,7.25,27.75,62.75,11.71,7.0,3,11.75,7.5,647,101.75,7.5
120888,2025-10-31,SHORT,26168.0,26182.5,14.5,27.75,62.75,11.79,3.5,4,4.75,14.25,648,94.5,14.75
120917,2025-10-31,SHORT,26177.0,26182.5,5.5,22.0,32.0,10.2,2.25,5,10.75,5.75,677,193.25,5.75
120918,2025-10-31,SHORT,26173.0,26182.5,9.5,20.25,32.0,10.09,5.75,6,2.75,9.75,678,198.25,9.75
120919,2025-10-31,SHORT,26177.5,26182.5,5.0,20.25,32.0,9.96,4.25,1,6.0,4.75,679,203.5,5.25
120920,2025-10-31,SHORT,26179.5,26182.5,3.0,14.0,33.25,9.66,4.75,1,2.25,3.5,680,217.25,0.75
120921,2025-10-31,SHORT,26169.25,26182.5,13.25,18.5,33.25,10.39,1.5,2,3.5,13.25,681,213.75,1.75
122194,2025-11-03,SHORT,26249.0,26259.75,10.75,44.0,46.75,8.89,13.75,2,36.5,12.0,571,226.5,17.0
122195,2025-11-03,SHORT,26251.25,26259.75,8.5,51.75,51.75,9.88,12.0,3,30.25,8.75,572,231.5,14.75
122196,2025-11-03,SHORT,26249.75,26259.75,10.0,50.25,51.75,10.5,2.0,4,14.5,9.75,573,232.75,16.25
122197,2025-11-03,SHORT,26254.25,26259.75,5.5,44.25,55.0,11.16,1.25,1,6.25,5.75,574,237.25,1.0
124962,2025-11-05,LONG,25551.5,25544.0,7.5,63.5,88.5,28.84,37.25,1,38.0,7.0,579,167.0,43.0
124964,2025-11-05,LONG,25545.5,25544.0,1.5,85.5,88.5,29.91,3.0,3,13.5,1.5,581,173.0,37.0
124969,2025-11-05,LONG,25553.25,25544.0,9.25,46.25,88.0,29.88,15.25,1,38.75,9.0,586,176.75,6.25
126382,2025-11-06,LONG,25499.0,25488.0,11.0,99.0,99.0,31.38,18.5,3,66.25,11.5,619,48.0,208.25
126394,2025-11-06,LONG,25496.75,25488.0,8.75,55.0,116.5,25.09,16.5,1,10.25,8.75,631,17.0,219.5
126395,2025-11-06,LONG,25496.5,25488.0,8.5,40.75,90.25,24.61,9.25,2,24.25,9.0,632,5.75,219.25
129095,2025-11-10,SHORT,25563.75,25569.5,5.75,43.25,47.0,13.12,1.75,1,29.0,5.75,571,2.75,102.75
129253,2025-11-10,SHORT,25555.0,25569.5,14.5,29.5,109.75,15.46,1.25,13,9.25,14.75,729,47.5,98.75
129273,2025-11-10,SHORT,25559.25,25569.5,10.25,38.75,59.0,13.36,17.0,3,15.5,11.25,749,10.25,99.75
129275,2025-11-10,SHORT,25564.25,25569.5,5.25,27.75,43.5,12.88,9.25,2,2.25,4.75,751,2.75,94.75
129276,2025-11-10,SHORT,25568.25,25569.5,1.25,30.25,44.0,12.89,14.0,1,10.25,1.0,752,2.5,90.75
131858,2025-11-12,SHORT,25695.25,25696.25,1.0,97.5,107.0,14.71,3.25,1,39.5,0.5,574,133.75,9.75
131860,2025-11-12,SHORT,25692.0,25696.25,4.25,65.5,117.0,17.71,16.75,2,14.0,4.5,576,130.5,4.5
131861,2025-11-12,SHORT,25685.0,25696.25,11.25,40.75,117.0,18.2,13.25,1,10.5,11.0,577,156.5,9.75
131864,2025-11-12,SHORT,25682.5,25696.25,13.75,36.0,118.25,21.16,1.75,1,2.0,13.0,580,154.0,7.75
134672,2025-11-14,LONG,25011.75,25002.5,9.25,111.0,149.75,39.82,54.25,1,82.25,9.75,628,253.0,34.5
134674,2025-11-14,LONG,25010.25,25002.5,7.75,126.5,139.0,37.68,12.5,3,48.75,7.0,630,258.0,33.0
134675,2025-11-14,LONG,25007.0,25002.5,4.5,125.25,126.5,36.02,15.5,1,4.75,5.0,631,261.25,29.75
134677,2025-11-14,LONG,25005.25,25002.5,2.75,51.25,126.5,36.5,17.0,3,4.75,2.25,633,263.0,12.0
134678,2025-11-14,LONG,25005.5,25002.5,3.0,51.0,126.5,35.77,16.0,1,2.0,3.0,634,262.75,6.75
134679,2025-11-14,LONG,25009.25,25002.5,6.75,50.75,126.5,35.12,0.25,2,20.25,7.75,635,259.0,10.5
135996,2025-11-17,LONG,24997.75,24992.5,5.25,44.25,63.25,12.41,14.25,6,26.75,5.25,570,256.25,42.75
136095,2025-11-17,LONG,25001.75,24992.5,9.25,67.5,126.0,24.14,1.5,3,40.0,9.5,669,199.25,56.75
136096,2025-11-17,LONG,25006.0,24992.5,13.5,67.5,123.25,23.62,10.75,4,5.75,14.0,670,195.0,61.0
136099,2025-11-17,LONG,24994.75,24992.5,2.25,34.5,106.5,22.5,4.0,1,11.75,2.25,673,206.25,49.75
136100,2025-11-17,LONG,24999.5,24992.5,7.0,34.5,106.5,21.84,15.25,2,14.25,7.25,674,201.5,54.5
136206,2025-11-17,LONG,25001.0,24992.5,8.5,35.5,81.5,18.54,7.0,2,26.0,8.5,780,49.75,114.25
136207,2025-11-17,LONG,24994.0,24992.5,1.5,40.5,86.5,17.61,15.0,3,26.5,2.0,781,56.75,107.25
136217,2025-11-17,LONG,24997.25,24992.5,4.75,58.0,78.5,18.55,6.25,1,28.5,5.0,791,53.5,146.25
136224,2025-11-17,LONG,25005.0,24992.5,12.5,42.75,58.0,21.14,20.5,1,17.25,12.0,798,45.75,154.0
136225,2025-11-17,LONG,24996.25,24992.5,3.75,42.75,58.0,21.62,16.25,2,26.75,3.25,799,54.5,145.25
136226,2025-11-17,LONG,25001.0,24992.5,8.5,42.75,58.0,21.32,9.25,1,10.25,6.25,800,49.75,153.25
136227,2025-11-17,LONG,24996.5,24992.5,4.0,42.75,58.0,20.61,2.5,1,7.75,4.25,801,54.25,148.75
136228,2025-11-17,LONG,25007.25,24992.5,14.75,30.5,61.5,20.84,4.25,1,11.5,14.75,802,43.5,159.5
136249,2025-11-17,LONG,24993.5,24992.5,1.0,35.0,39.5,15.18,7.0,1,17.75,1.25,823,57.25,215.25
136251,2025-11-17,LONG,24998.0,24992.5,5.5,40.75,45.25,16.02,12.5,1,23.75,6.25,825,52.75,219.75
137377,2025-11-18,LONG,24736.75,24731.75,5.0,58.25,64.25,19.18,2.5,2,30.75,4.25,571,95.25,306.75
137381,2025-11-18,LONG,24743.75,24731.75,12.0,167.5,167.5,38.34,3.5,1,72.75,11.25,575,42.75,313.75
137386,2025-11-18,LONG,24737.5,24731.75,5.75,70.0,167.5,47.52,21.0,1,25.0,7.0,580,26.75,307.5
137387,2025-11-18,LONG,24737.0,24731.75,5.25,75.5,167.5,48.25,9.75,2,34.0,6.0,581,27.25,307.0
137581,2025-11-18,LONG,24739.25,24731.75,7.5,64.0,106.0,31.68,21.75,2,53.75,9.25,775,65.25,31.75
137613,2025-11-18,LONG,24738.25,24731.75,6.5,49.25,70.25,26.3,23.5,2,33.25,5.75,807,66.25,46.25
137623,2025-11-18,LONG,24742.5,24731.75,10.75,52.5,62.5,26.62,15.25,1,34.0,10.5,817,62.0,56.5
137625,2025-11-18,LONG,24743.25,24731.75,11.5,74.25,74.25,27.75,11.5,3,18.25,11.25,819,61.25,57.25
137635,2025-11-18,LONG,24744.0,24731.75,12.25,38.25,89.75,29.29,0.75,1,7.0,12.5,829,66.25,58.0
137648,2025-11-18,LONG,24734.75,24731.75,3.0,74.25,112.5,27.82,11.5,2,38.5,2.75,842,75.5,48.75
137649,2025-11-18,LONG,24738.25,24731.75,6.5,74.25,112.5,27.21,12.75,3,25.5,4.0,843,72.0,52.25
137653,2025-11-18,LONG,24731.25,24731.75,0.5,39.0,112.5,26.29,17.5,1,16.25,1.5,847,79.0,45.25
137657,2025-11-18,LONG,24738.5,24731.75,6.75,46.25,74.25,26.48,20.5,2,11.5,6.75,851,71.75,52.5
137658,2025-11-18,LONG,24734.25,24731.75,2.5,46.25,74.25,27.14,10.5,1,8.0,2.25,852,76.0,48.25
137659,2025-11-18,LONG,24745.5,24731.75,13.75,46.25,74.25,26.09,4.5,2,2.75,14.5,853,64.75,59.5
137662,2025-11-18,LONG,24735.25,24731.75,3.5,50.5,72.25,25.96,2.0,1,12.25,2.25,856,75.0,49.25
137663,2025-11-18,LONG,24730.75,24731.75,1.0,56.25,72.25,25.93,25.25,2,27.5,0.5,857,79.5,44.75
137665,2025-11-18,LONG,24732.5,24731.75,0.75,69.0,69.0,25.3,13.5,4,0.5,1.75,859,77.75,46.5
137683,2025-11-18,LONG,24731.75,24731.75,0.0,48.0,52.5,19.5,26.25,3,36.5,0.25,877,78.5,86.0
137684,2025-11-18,LONG,24742.5,24731.75,10.75,80.75,80.75,20.11,4.25,4,42.5,10.0,878,67.75,96.75
137691,2025-11-18,LONG,24738.25,24731.75,6.5,84.25,124.25,25.8,4.5,1,42.0,6.25,885,64.75,92.5
137700,2025-11-18,LONG,24732.25,24731.75,0.5,60.25,84.25,28.52,14.25,3,34.0,1.0,894,63.5,109.5
137702,2025-11-18,LONG,24731.0,24731.75,0.75,65.5,96.0,28.48,9.0,5,16.25,1.0,896,64.75,115.0
137703,2025-11-18,LONG,24745.25,24731.75,13.5,59.0,96.0,28.55,9.5,1,12.5,13.5,897,50.5,129.25
137711,2025-11-18,LONG,24738.75,24731.75,7.0,59.0,88.75,24.2,12.5,3,26.5,7.75,905,8.0,214.5
138839,2025-11-19,SHORT,24825.0,24832.0,7.0,62.5,117.25,21.96,4.75,1,37.75,6.25,653,176.25,7.75
138840,2025-11-19,SHORT,24817.0,24832.0,15.0,61.75,119.0,21.8,17.75,1,21.25,14.75,654,168.25,8.75
140242,2025-11-20,SHORT,24981.75,24988.0,6.25,84.75,157.75,27.79,36.0,1,35.25,6.0,676,553.25,8.5
140294,2025-11-20,LONG,24512.75,24507.0,5.75,156.75,299.5,64.27,26.5,2,84.25,7.5,728,75.75,204.25
140297,2025-11-20,LONG,24514.25,24507.0,7.25,120.25,173.25,63.59,43.0,1,1.75,5.75,731,8.75,205.75
140356,2025-11-20,LONG,24512.5,24507.0,5.5,91.0,189.25,43.12,30.0,1,19.25,5.0,790,86.25,307.5
140358,2025-11-20,LONG,24520.25,24507.0,13.25,81.25,180.0,41.71,6.25,1,33.25,14.25,792,78.5,315.25
140363,2025-11-20,LONG,24514.75,24507.0,7.75,91.5,216.25,40.21,30.5,1,41.75,7.0,797,37.25,309.75
140366,2025-11-20,LONG,24508.75,24507.0,1.75,133.0,172.25,41.11,21.5,4,4.0,3.0,800,43.25,303.75
140369,2025-11-20,LONG,24515.25,24507.0,8.25,86.25,140.75,41.7,31.75,1,6.25,9.25,803,13.0,310.25
140370,2025-11-20,LONG,24520.0,24507.0,13.0,77.5,133.0,41.38,22.75,1,8.75,11.25,804,8.25,315.0
141533,2025-11-21,LONG,24112.5,24098.0,14.5,165.0,171.5,56.05,34.75,4,86.5,13.75,587,185.5,185.25
141549,2025-11-21,LONG,24099.25,24098.0,1.25,133.5,203.0,48.62,27.5,3,75.25,0.75,603,125.0,172.0
141560,2025-11-21,LONG,24101.75,24098.0,3.75,97.5,154.25,49.86,9.5,3,24.5,2.5,614,104.75,174.5
141561,2025-11-21,LONG,24104.25,24098.0,6.25,78.0,154.25,47.55,14.5,4,19.5,5.25,615,102.25,177.0
141562,2025-11-21,LONG,24101.25,24098.0,3.25,62.5,150.0,48.14,1.5,1,13.75,3.25,616,105.25,174.0
141628,2025-11-21,LONG,24099.5,24098.0,1.5,110.25,129.5,41.68,64.0,2,99.5,0.5,682,292.5,11.0
141629,2025-11-21,LONG,24103.0,24098.0,5.0,129.25,129.25,40.88,34.5,3,102.75,6.25,683,289.0,10.0
144458,2025-11-25,SHORT,24991.0,24993.5,2.5,27.0,83.25,13.8,0.5,3,16.75,2.75,749,14.25,69.75
144459,2025-11-25,SHORT,24991.5,24993.5,2.0,32.75,83.25,13.68,14.75,4,14.25,2.25,750,14.75,69.25
144488,2025-11-25,SHORT,24989.25,24993.5,4.25,36.0,58.5,13.66,11.25,2,29.75,4.25,779,12.5,60.25
144489,2025-11-25,SHORT,24986.5,24993.5,7.0,46.75,69.25,13.64,13.0,3,27.75,7.25,780,3.75,63.0
144490,2025-11-25,SHORT,24992.25,24993.5,1.25,44.5,68.75,12.77,3.0,4,10.5,1.75,781,4.5,57.25
144507,2025-11-25,SHORT,24991.75,24993.5,1.75,20.25,26.5,10.95,2.0,3,8.25,1.25,798,6.75,57.75
144566,2025-11-25,SHORT,24990.5,24993.5,3.0,25.75,42.0,10.39,4.25,2,19.75,3.25,857,52.5,55.0
144567,2025-11-25,SHORT,24988.75,24993.5,4.75,28.75,43.25,10.11,15.0,3,20.0,5.25,858,50.75,56.75
144572,2025-11-25,SHORT,24978.75,24993.5,14.75,39.0,63.25,13.07,6.75,1,4.0,14.75,863,40.75,66.75
144575,2025-11-25,SHORT,24980.5,24993.5,13.0,26.25,63.25,13.12,1.0,2,1.0,13.75,866,42.5,67.25
144580,2025-11-25,SHORT,24984.5,24993.5,9.0,18.5,50.75,12.5,1.25,2,12.5,8.5,871,46.5,74.0
144602,2025-11-25,SHORT,24992.25,24993.5,1.25,40.25,55.25,12.29,7.75,3,29.75,2.0,893,2.0,137.0
150067,2025-12-02,SHORT,25492.75,25495.75,3.0,27.0,31.25,6.32,3.25,4,10.25,3.5,570,21.5,162.0
150069,2025-12-02,SHORT,25494.75,25495.75,1.0,36.25,44.0,9.48,15.25,6,3.5,0.75,572,10.5,160.0
150195,2025-12-02,SHORT,25484.75,25495.75,11.0,78.75,85.0,25.0,1.75,1,34.0,12.25,698,7.0,137.5
150202,2025-12-02,SHORT,25488.5,25495.75,7.25,36.75,110.5,22.09,6.5,1,19.5,7.5,705,10.75,133.75
150203,2025-12-02,SHORT,25487.25,25495.75,8.5,39.5,110.5,20.98,18.25,1,13.0,8.75,706,9.5,135.0
150206,2025-12-02,SHORT,25490.0,25495.75,5.75,28.25,90.0,19.48,0.25,2,3.5,5.25,709,12.25,132.25
151769,2025-12-03,SHORT,25664.5,25670.0,5.5,16.5,23.0,5.59,5.75,4,11.25,5.25,892,5.5,20.75
151770,2025-12-03,SHORT,25666.25,25670.0,3.75,17.0,24.75,5.38,2.75,5,9.5,4.25,893,7.25,19.0
151771,2025-12-03,SHORT,25664.75,25670.0,5.25,14.0,20.0,5.36,1.25,6,3.0,5.25,894,5.75,20.5
151772,2025-12-03,SHORT,25665.75,25670.0,4.25,14.0,22.0,5.5,1.5,1,1.5,3.75,895,20.75,19.5
151773,2025-12-03,SHORT,25668.75,25670.0,1.25,15.5,22.25,5.68,1.5,1,3.0,1.25,896,28.0,16.5
151775,2025-12-03,SHORT,25669.5,25670.0,0.5,9.25,22.75,5.45,2.25,3,3.5,0.25,898,28.75,15.75
151776,2025-12-03,SHORT,25668.0,25670.0,2.0,9.0,22.75,5.41,1.0,1,0.25,1.5,899,27.25,17.25
151777,2025-12-03,SHORT,25670.0,25670.0,0.0,7.0,22.75,5.25,1.0,2,1.25,0.25,900,29.25,15.25
151782,2025-12-03,SHORT,25665.25,25670.0,4.75,11.5,20.25,5.29,2.5,1,6.5,4.75,905,24.5,20.0
151783,2025-12-03,SHORT,25661.0,25670.0,9.0,17.0,20.25,5.05,4.75,2,11.75,9.75,906,20.25,24.25
151784,2025-12-03,SHORT,25666.75,25670.0,3.25,14.25,17.0,5.29,5.0,3,3.25,3.25,907,26.0,18.5
151785,2025-12-03,SHORT,25669.0,25670.0,1.0,14.0,17.0,5.43,5.75,1,4.0,0.75,908,28.25,16.25
151786,2025-12-03,SHORT,25668.5,25670.0,1.5,12.0,17.0,5.21,2.5,2,7.75,2.0,909,27.75,16.75
151787,2025-12-03,SHORT,25668.0,25670.0,2.0,12.0,17.0,5.02,1.0,1,1.0,2.25,910,27.25,17.25
151812,2025-12-03,SHORT,25669.0,25670.0,1.0,13.0,17.5,5.66,1.0,4,8.0,0.75,935,31.75,13.5
151815,2025-12-03,SHORT,25669.0,25670.0,1.0,10.75,17.75,5.95,0.5,1,0.25,0.5,938,31.75,13.5
151828,2025-12-03,SHORT,25662.0,25670.0,8.0,20.5,21.75,6.71,1.5,2,10.75,7.0,951,26.0,13.0
151829,2025-12-03,SHORT,25661.25,25670.0,8.75,21.25,23.25,6.95,10.75,1,11.5,8.5,952,25.25,13.75
151830,2025-12-03,SHORT,25666.25,25670.0,3.75,19.5,23.25,6.95,0.5,2,8.25,3.75,953,30.25,8.75
151831,2025-12-03,SHORT,25667.75,25670.0,2.25,19.5,23.25,7.25,5.0,1,5.0,2.0,954,31.75,0.0
154218,2025-12-05,SHORT,25707.25,25713.0,5.75,78.0,120.5,25.38,34.25,2,57.5,5.25,581,33.75,160.75
154220,2025-12-05,SHORT,25710.25,25713.0,2.75,96.75,111.5,28.88,11.5,4,21.0,3.0,583,23.0,157.75
154221,2025-12-05,SHORT,25704.75,25713.0,8.25,94.0,103.75,29.98,14.75,1,3.0,8.25,584,17.5,163.25
154222,2025-12-05,SHORT,25709.25,25713.0,3.75,67.5,103.75,26.95,5.5,1,12.75,4.5,585,2.25,158.75
154312,2025-12-05,SHORT,25706.5,25713.0,6.5,32.25,60.5,17.86,9.75,3,17.75,6.0,675,55.25,55.0
154313,2025-12-05,SHORT,25703.0,25713.0,10.0,44.5,69.25,17.32,27.5,1,22.75,10.0,676,51.75,58.5
154315,2025-12-05,SHORT,25707.25,25713.0,5.75,49.5,72.5,18.18,6.0,3,0.25,5.75,678,56.0,54.25
154316,2025-12-05,SHORT,25698.25,25713.0,14.75,49.25,72.5,18.66,10.0,1,3.75,13.75,679,47.0,63.25
154319,2025-12-05,SHORT,25712.5,25713.0,0.5,34.75,69.75,18.82,8.75,1,12.5,1.25,682,61.25,49.0
154321,2025-12-05,SHORT,25711.0,25713.0,2.0,51.0,56.75,20.23,17.25,3,5.5,2.5,684,59.75,50.5
154326,2025-12-05,SHORT,25699.0,25713.0,14.0,47.5,57.75,20.27,8.25,2,35.5,13.75,689,47.75,62.5
154343,2025-12-05,SHORT,25707.5,25713.0,5.5,38.0,57.75,17.95,2.5,1,17.0,4.75,706,42.75,54.0
154368,2025-12-05,SHORT,25708.75,25713.0,4.25,22.5,57.5,15.68,6.75,2,5.75,4.0,731,44.0,32.0
154369,2025-12-05,SHORT,25704.0,25713.0,9.0,33.75,69.25,16.39,13.5,1,12.0,9.25,732,39.25,36.75
154370,2025-12-05,SHORT,25703.75,25713.0,9.25,30.5,69.25,16.21,5.0,2,17.25,8.5,733,39.0,37.0
154375,2025-12-05,SHORT,25701.25,25713.0,11.75,14.5,46.0,12.93,2.25,2,4.0,12.75,738,36.5,39.5
154382,2025-12-05,SHORT,25706.0,25713.0,7.0,20.0,34.0,11.89,9.5,1,9.75,7.25,745,41.25,34.75
154383,2025-12-05,SHORT,25704.75,25713.0,8.25,22.5,23.75,11.45,6.25,2,14.0,7.5,746,40.0,36.0
154405,2025-12-05,SHORT,25709.25,25713.0,3.75,24.75,45.5,11.7,3.5,6,14.25,4.0,768,12.5,49.25
154406,2025-12-05,SHORT,25700.75,25713.0,12.25,24.5,47.0,12.07,9.0,7,5.25,12.25,769,4.0,57.75
154438,2025-12-05,SHORT,25711.25,25713.0,1.75,18.75,28.25,8.88,1.75,1,15.75,2.0,801,11.25,47.25
154439,2025-12-05,SHORT,25707.0,25713.0,6.0,25.25,34.75,8.98,11.75,1,12.75,5.5,802,7.0,51.5
154440,2025-12-05,SHORT,25711.5,25713.0,1.5,27.25,39.0,9.36,3.75,2,11.0,1.25,803,3.75,47.0
154501,2025-12-05,SHORT,25709.5,25713.0,3.5,20.75,34.5,9.59,1.75,2,15.75,4.0,864,7.0,34.25
154502,2025-12-05,SHORT,25713.25,25713.0,0.25,20.75,34.5,9.66,9.0,3,7.75,0.5,865,10.75,30.5
154521,2025-12-05,SHORT,25708.5,25713.0,4.5,19.75,20.5,8.05,7.5,1,16.0,4.0,884,6.0,35.25
154522,2025-12-05,SHORT,25712.0,25713.0,1.0,22.5,23.25,8.0,7.75,2,12.25,0.75,885,9.5,31.75
154523,2025-12-05,SHORT,25710.5,25713.0,2.5,22.5,22.5,7.62,3.75,1,7.0,2.5,886,8.0,33.25
154524,2025-12-05,SHORT,25709.0,25713.0,4.0,26.0,26.0,7.54,1.5,1,0.25,4.25,887,5.5,34.75
